id,title,slug,tags
306,Additive Number,additive-number,"['String', 'Backtracking']"
307,Range Sum Query - Mutable,range-sum-query-mutable,"['Array', 'Design', 'Binary Indexed Tree', 'Segment Tree']"
308,Range Sum Query 2D - Mutable,range-sum-query-2d-mutable,"['Array', 'Design', 'Binary Indexed Tree', 'Segment Tree', 'Matrix']"
309,Best Time to Buy and Sell Stock with Cooldown,best-time-to-buy-and-sell-stock-with-cooldown,"['Array', 'Dynamic Programming']"
310,Minimum Height Trees,minimum-height-trees,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort']"
311,Sparse Matrix Multiplication,sparse-matrix-multiplication,"['Array', 'Hash Table', 'Matrix']"
312,Burst Balloons,burst-balloons,"['Array', 'Dynamic Programming']"
313,Super Ugly Number,super-ugly-number,"['Array', 'Math', 'Dynamic Programming']"
314,Binary Tree Vertical Order Traversal,binary-tree-vertical-order-traversal,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Sorting', 'Binary Tree']"
315,Count of Smaller Numbers After Self,count-of-smaller-numbers-after-self,"['Array', 'Binary Search', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Merge Sort', 'Ordered Set']"
316,Remove Duplicate Letters,remove-duplicate-letters,"['String', 'Stack', 'Greedy', 'Monotonic Stack']"
317,Shortest Distance from All Buildings,shortest-distance-from-all-buildings,"['Array', 'Breadth-First Search', 'Matrix']"
318,Maximum Product of Word Lengths,maximum-product-of-word-lengths,"['Array', 'String', 'Bit Manipulation']"
319,Bulb Switcher,bulb-switcher,"['Math', 'Brainteaser']"
320,Generalized Abbreviation,generalized-abbreviation,"['String', 'Backtracking', 'Bit Manipulation']"
321,Create Maximum Number,create-maximum-number,"['Array', 'Two Pointers', 'Stack', 'Greedy', 'Monotonic Stack']"
322,Coin Change,coin-change,"['Array', 'Dynamic Programming', 'Breadth-First Search']"
323,Number of Connected Components in an Undirected Graph,number-of-connected-components-in-an-undirected-graph,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']"
324,Wiggle Sort II,wiggle-sort-ii,"['Array', 'Divide and Conquer', 'Greedy', 'Sorting', 'Quickselect']"
325,Maximum Size Subarray Sum Equals k,maximum-size-subarray-sum-equals-k,"['Array', 'Hash Table', 'Prefix Sum']"
326,Power of Three,power-of-three,"['Math', 'Recursion']"
327,Count of Range Sum,count-of-range-sum,"['Array', 'Binary Search', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Merge Sort', 'Ordered Set']"
328,Odd Even Linked List,odd-even-linked-list,['Linked List']
329,Longest Increasing Path in a Matrix,longest-increasing-path-in-a-matrix,"['Array', 'Dynamic Programming', 'Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort', 'Memoization', 'Matrix']"
330,Patching Array,patching-array,"['Array', 'Greedy']"
331,Verify Preorder Serialization of a Binary Tree,verify-preorder-serialization-of-a-binary-tree,"['String', 'Stack', 'Tree', 'Binary Tree']"
332,Reconstruct Itinerary,reconstruct-itinerary,"['Depth-First Search', 'Graph', 'Eulerian Circuit']"
333,Largest BST Subtree,largest-bst-subtree,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']"
334,Increasing Triplet Subsequence,increasing-triplet-subsequence,"['Array', 'Greedy']"
335,Self Crossing,self-crossing,"['Array', 'Math', 'Geometry']"
336,Palindrome Pairs,palindrome-pairs,"['Array', 'Hash Table', 'String', 'Trie']"
337,House Robber III,house-robber-iii,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Tree']"
338,Counting Bits,counting-bits,"['Dynamic Programming', 'Bit Manipulation']"
339,Nested List Weight Sum,nested-list-weight-sum,"['Depth-First Search', 'Breadth-First Search']"
340,Longest Substring with At Most K Distinct Characters,longest-substring-with-at-most-k-distinct-characters,"['Hash Table', 'String', 'Sliding Window']"
341,Flatten Nested List Iterator,flatten-nested-list-iterator,"['Stack', 'Tree', 'Depth-First Search', 'Design', 'Queue', 'Iterator']"
342,Power of Four,power-of-four,"['Math', 'Bit Manipulation', 'Recursion']"
343,Integer Break,integer-break,"['Math', 'Dynamic Programming']"
344,Reverse String,reverse-string,"['Two Pointers', 'String']"
345,Reverse Vowels of a String,reverse-vowels-of-a-string,"['Two Pointers', 'String']"
346,Moving Average from Data Stream,moving-average-from-data-stream,"['Array', 'Design', 'Queue', 'Data Stream']"
347,Top K Frequent Elements,top-k-frequent-elements,"['Array', 'Hash Table', 'Divide and Conquer', 'Sorting', 'Heap (Priority Queue)', 'Bucket Sort', 'Counting', 'Quickselect']"
348,Design Tic-Tac-Toe,design-tic-tac-toe,"['Array', 'Hash Table', 'Design', 'Matrix', 'Simulation']"
349,Intersection of Two Arrays,intersection-of-two-arrays,"['Array', 'Hash Table', 'Two Pointers', 'Binary Search', 'Sorting']"
350,Intersection of Two Arrays II,intersection-of-two-arrays-ii,"['Array', 'Hash Table', 'Two Pointers', 'Binary Search', 'Sorting']"
351,Android Unlock Patterns,android-unlock-patterns,"['Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']"
352,Data Stream as Disjoint Intervals,data-stream-as-disjoint-intervals,"['Binary Search', 'Design', 'Ordered Set']"
353,Design Snake Game,design-snake-game,"['Array', 'Hash Table', 'Design', 'Queue', 'Simulation']"
354,Russian Doll Envelopes,russian-doll-envelopes,"['Array', 'Binary Search', 'Dynamic Programming', 'Sorting']"
355,Design Twitter,design-twitter,"['Hash Table', 'Linked List', 'Design', 'Heap (Priority Queue)']"
356,Line Reflection,line-reflection,"['Array', 'Hash Table', 'Math']"
357,Count Numbers with Unique Digits,count-numbers-with-unique-digits,"['Math', 'Dynamic Programming', 'Backtracking']"
358,Rearrange String k Distance Apart,rearrange-string-k-distance-apart,"['Hash Table', 'String', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Counting']"
359,Logger Rate Limiter,logger-rate-limiter,"['Hash Table', 'Design', 'Data Stream']"
360,Sort Transformed Array,sort-transformed-array,"['Array', 'Math', 'Two Pointers', 'Sorting']"
361,Bomb Enemy,bomb-enemy,"['Array', 'Dynamic Programming', 'Matrix']"
362,Design Hit Counter,design-hit-counter,"['Array', 'Binary Search', 'Design', 'Queue', 'Data Stream']"
363,Max Sum of Rectangle No Larger Than K,max-sum-of-rectangle-no-larger-than-k,"['Array', 'Binary Search', 'Matrix', 'Prefix Sum', 'Ordered Set']"
364,Nested List Weight Sum II,nested-list-weight-sum-ii,"['Stack', 'Depth-First Search', 'Breadth-First Search']"
365,Water and Jug Problem,water-and-jug-problem,"['Math', 'Depth-First Search', 'Breadth-First Search']"
366,Find Leaves of Binary Tree,find-leaves-of-binary-tree,"['Tree', 'Depth-First Search', 'Binary Tree']"
367,Valid Perfect Square,valid-perfect-square,"['Math', 'Binary Search']"
368,Largest Divisible Subset,largest-divisible-subset,"['Array', 'Math', 'Dynamic Programming', 'Sorting']"
369,Plus One Linked List,plus-one-linked-list,"['Linked List', 'Math']"
370,Range Addition,range-addition,"['Array', 'Prefix Sum']"
371,Sum of Two Integers,sum-of-two-integers,"['Math', 'Bit Manipulation']"
372,Super Pow,super-pow,"['Math', 'Divide and Conquer']"
373,Find K Pairs with Smallest Sums,find-k-pairs-with-smallest-sums,"['Array', 'Heap (Priority Queue)']"
374,Guess Number Higher or Lower,guess-number-higher-or-lower,"['Binary Search', 'Interactive']"
375,Guess Number Higher or Lower II,guess-number-higher-or-lower-ii,"['Math', 'Dynamic Programming', 'Game Theory']"
376,Wiggle Subsequence,wiggle-subsequence,"['Array', 'Dynamic Programming', 'Greedy']"
377,Combination Sum IV,combination-sum-iv,"['Array', 'Dynamic Programming']"
378,Kth Smallest Element in a Sorted Matrix,kth-smallest-element-in-a-sorted-matrix,"['Array', 'Binary Search', 'Sorting', 'Heap (Priority Queue)', 'Matrix']"
379,Design Phone Directory,design-phone-directory,"['Array', 'Hash Table', 'Linked List', 'Design', 'Queue']"
380,Insert Delete GetRandom O(1),insert-delete-getrandom-o1,"['Array', 'Hash Table', 'Math', 'Design', 'Randomized']"
381,Insert Delete GetRandom O(1) - Duplicates allowed,insert-delete-getrandom-o1-duplicates-allowed,"['Array', 'Hash Table', 'Math', 'Design', 'Randomized']"
382,Linked List Random Node,linked-list-random-node,"['Linked List', 'Math', 'Reservoir Sampling', 'Randomized']"
383,Ransom Note,ransom-note,"['Hash Table', 'String', 'Counting']"
384,Shuffle an Array,shuffle-an-array,"['Array', 'Math', 'Design', 'Randomized']"
385,Mini Parser,mini-parser,"['String', 'Stack', 'Depth-First Search']"
386,Lexicographical Numbers,lexicographical-numbers,"['Depth-First Search', 'Trie']"
387,First Unique Character in a String,first-unique-character-in-a-string,"['Hash Table', 'String', 'Queue', 'Counting']"
388,Longest Absolute File Path,longest-absolute-file-path,"['String', 'Stack', 'Depth-First Search']"
389,Find the Difference,find-the-difference,"['Hash Table', 'String', 'Bit Manipulation', 'Sorting']"
390,Elimination Game,elimination-game,"['Math', 'Recursion']"
391,Perfect Rectangle,perfect-rectangle,"['Array', 'Line Sweep']"
392,Is Subsequence,is-subsequence,"['Two Pointers', 'String', 'Dynamic Programming']"
393,UTF-8 Validation,utf-8-validation,"['Array', 'Bit Manipulation']"
394,Decode String,decode-string,"['String', 'Stack', 'Recursion']"
395,Longest Substring with At Least K Repeating Characters,longest-substring-with-at-least-k-repeating-characters,"['Hash Table', 'String', 'Divide and Conquer', 'Sliding Window']"
396,Rotate Function,rotate-function,"['Array', 'Math', 'Dynamic Programming']"
397,Integer Replacement,integer-replacement,"['Dynamic Programming', 'Greedy', 'Bit Manipulation', 'Memoization']"
398,Random Pick Index,random-pick-index,"['Hash Table', 'Math', 'Reservoir Sampling', 'Randomized']"
399,Evaluate Division,evaluate-division,"['Array', 'String', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph', 'Shortest Path']"
400,Nth Digit,nth-digit,"['Math', 'Binary Search']"
401,Binary Watch,binary-watch,"['Backtracking', 'Bit Manipulation']"
402,Remove K Digits,remove-k-digits,"['String', 'Stack', 'Greedy', 'Monotonic Stack']"
403,Frog Jump,frog-jump,"['Array', 'Dynamic Programming']"
404,Sum of Left Leaves,sum-of-left-leaves,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
405,Convert a Number to Hexadecimal,convert-a-number-to-hexadecimal,"['Math', 'Bit Manipulation']"
406,Queue Reconstruction by Height,queue-reconstruction-by-height,"['Array', 'Binary Indexed Tree', 'Segment Tree', 'Sorting']"
407,Trapping Rain Water II,trapping-rain-water-ii,"['Array', 'Breadth-First Search', 'Heap (Priority Queue)', 'Matrix']"
408,Valid Word Abbreviation,valid-word-abbreviation,"['Two Pointers', 'String']"
409,Longest Palindrome,longest-palindrome,"['Hash Table', 'String', 'Greedy']"
410,Split Array Largest Sum,split-array-largest-sum,"['Array', 'Binary Search', 'Dynamic Programming', 'Greedy', 'Prefix Sum']"
411,Minimum Unique Word Abbreviation,minimum-unique-word-abbreviation,"['Array', 'String', 'Backtracking', 'Bit Manipulation']"
412,Fizz Buzz,fizz-buzz,"['Math', 'String', 'Simulation']"
413,Arithmetic Slices,arithmetic-slices,"['Array', 'Dynamic Programming', 'Sliding Window']"
414,Third Maximum Number,third-maximum-number,"['Array', 'Sorting']"
415,Add Strings,add-strings,"['Math', 'String', 'Simulation']"
416,Partition Equal Subset Sum,partition-equal-subset-sum,"['Array', 'Dynamic Programming']"
417,Pacific Atlantic Water Flow,pacific-atlantic-water-flow,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix']"
418,Sentence Screen Fitting,sentence-screen-fitting,"['Array', 'String', 'Dynamic Programming']"
419,Battleships in a Board,battleships-in-a-board,"['Array', 'Depth-First Search', 'Matrix']"
420,Strong Password Checker,strong-password-checker,"['String', 'Greedy', 'Heap (Priority Queue)']"
421,Maximum XOR of Two Numbers in an Array,maximum-xor-of-two-numbers-in-an-array,"['Array', 'Hash Table', 'Bit Manipulation', 'Trie']"
422,Valid Word Square,valid-word-square,"['Array', 'Matrix']"
423,Reconstruct Original Digits from English,reconstruct-original-digits-from-english,"['Hash Table', 'Math', 'String']"
424,Longest Repeating Character Replacement,longest-repeating-character-replacement,"['Hash Table', 'String', 'Sliding Window']"
425,Word Squares,word-squares,"['Array', 'String', 'Backtracking', 'Trie']"
426,Convert Binary Search Tree to Sorted Doubly Linked List,convert-binary-search-tree-to-sorted-doubly-linked-list,"['Linked List', 'Stack', 'Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree', 'Doubly-Linked List']"
427,Construct Quad Tree,construct-quad-tree,"['Array', 'Divide and Conquer', 'Tree', 'Matrix']"
428,Serialize and Deserialize N-ary Tree,serialize-and-deserialize-n-ary-tree,"['String', 'Tree', 'Depth-First Search', 'Breadth-First Search']"
429,N-ary Tree Level Order Traversal,n-ary-tree-level-order-traversal,"['Tree', 'Breadth-First Search']"
430,Flatten a Multilevel Doubly Linked List,flatten-a-multilevel-doubly-linked-list,"['Linked List', 'Depth-First Search', 'Doubly-Linked List']"
431,Encode N-ary Tree to Binary Tree,encode-n-ary-tree-to-binary-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Design', 'Binary Tree']"
432,All O`one Data Structure,all-oone-data-structure,"['Hash Table', 'Linked List', 'Design', 'Doubly-Linked List']"
433,Minimum Genetic Mutation,minimum-genetic-mutation,"['Hash Table', 'String', 'Breadth-First Search']"
434,Number of Segments in a String,number-of-segments-in-a-string,['String']
435,Non-overlapping Intervals,non-overlapping-intervals,"['Array', 'Dynamic Programming', 'Greedy', 'Sorting']"
436,Find Right Interval,find-right-interval,"['Array', 'Binary Search', 'Sorting']"
437,Path Sum III,path-sum-iii,"['Tree', 'Depth-First Search', 'Binary Tree']"
438,Find All Anagrams in a String,find-all-anagrams-in-a-string,"['Hash Table', 'String', 'Sliding Window']"
439,Ternary Expression Parser,ternary-expression-parser,"['String', 'Stack', 'Recursion']"
440,K-th Smallest in Lexicographical Order,k-th-smallest-in-lexicographical-order,['Trie']
441,Arranging Coins,arranging-coins,"['Math', 'Binary Search']"
442,Find All Duplicates in an Array,find-all-duplicates-in-an-array,"['Array', 'Hash Table']"
443,String Compression,string-compression,"['Two Pointers', 'String']"
444,Sequence Reconstruction,sequence-reconstruction,"['Array', 'Graph', 'Topological Sort']"
445,Add Two Numbers II,add-two-numbers-ii,"['Linked List', 'Math', 'Stack']"
446,Arithmetic Slices II - Subsequence,arithmetic-slices-ii-subsequence,"['Array', 'Dynamic Programming']"
447,Number of Boomerangs,number-of-boomerangs,"['Array', 'Hash Table', 'Math']"
448,Find All Numbers Disappeared in an Array,find-all-numbers-disappeared-in-an-array,"['Array', 'Hash Table']"
449,Serialize and Deserialize BST,serialize-and-deserialize-bst,"['String', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Design', 'Binary Search Tree', 'Binary Tree']"
450,Delete Node in a BST,delete-node-in-a-bst,"['Tree', 'Binary Search Tree', 'Binary Tree']"
451,Sort Characters By Frequency,sort-characters-by-frequency,"['Hash Table', 'String', 'Sorting', 'Heap (Priority Queue)', 'Bucket Sort', 'Counting']"
452,Minimum Number of Arrows to Burst Balloons,minimum-number-of-arrows-to-burst-balloons,"['Array', 'Greedy', 'Sorting']"
453,Minimum Moves to Equal Array Elements,minimum-moves-to-equal-array-elements,"['Array', 'Math']"
454,4Sum II,4sum-ii,"['Array', 'Hash Table']"
455,Assign Cookies,assign-cookies,"['Array', 'Two Pointers', 'Greedy', 'Sorting']"
456,132 Pattern,132-pattern,"['Array', 'Binary Search', 'Stack', 'Monotonic Stack', 'Ordered Set']"
457,Circular Array Loop,circular-array-loop,"['Array', 'Hash Table', 'Two Pointers']"
458,Poor Pigs,poor-pigs,"['Math', 'Dynamic Programming', 'Combinatorics']"
459,Repeated Substring Pattern,repeated-substring-pattern,"['String', 'String Matching']"
460,LFU Cache,lfu-cache,"['Hash Table', 'Linked List', 'Design', 'Doubly-Linked List']"
461,Hamming Distance,hamming-distance,['Bit Manipulation']
462,Minimum Moves to Equal Array Elements II,minimum-moves-to-equal-array-elements-ii,"['Array', 'Math', 'Sorting']"
463,Island Perimeter,island-perimeter,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix']"
464,Can I Win,can-i-win,"['Math', 'Dynamic Programming', 'Bit Manipulation', 'Memoization', 'Game Theory', 'Bitmask']"
465,Optimal Account Balancing,optimal-account-balancing,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']"
466,Count The Repetitions,count-the-repetitions,"['String', 'Dynamic Programming']"
467,Unique Substrings in Wraparound String,unique-substrings-in-wraparound-string,"['String', 'Dynamic Programming']"
